quiz_id,question_id,choice_id,sort_order,label,label_en,explanation,explanation_en
particleForensics,pf_040,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_040,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_040,c,3,と,と (and / with / quotation),同行者[どうこうしゃ]。「家族[かぞく]と行[い]く」。,Check which particle fits the grammar and meaning.
particleForensics,pf_040,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_041,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_041,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_041,c,3,と,と (and / with / quotation),同伴[どうはん]の「と」。,Check which particle fits the grammar and meaning.
particleForensics,pf_041,d,4,で,で (location/means marker),場所[ばしょ]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_042,a,1,を,を (object marker),引用[いんよう]の範囲[はんい]ではない。,Marks the direct object.
particleForensics,pf_042,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_042,c,3,と,と (and / with / quotation),引用[いんよう]内容[ないよう]を示[しめ]す「と」。,Check which particle fits the grammar and meaning.
particleForensics,pf_042,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_043,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_043,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_043,c,3,と,と (and / with / quotation),発話[はつわ]内容[ないよう]の引用[いんよう]「と」。,Check which particle fits the grammar and meaning.
particleForensics,pf_043,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_044,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_044,b,2,へ,へ (direction),移動[いどう]の方向[ほうこう]を柔[やわ]らかく示[しめ]す「へ」。,Check which particle fits the grammar and meaning.
particleForensics,pf_044,c,3,に,に (destination/target marker),到達点[とうたつてん]の「に」もあるが、願望[がんぼう]の方向[ほうこう]づけに「へ」がよく使[つか]われる。,"Marks destination, target, or endpoint."
particleForensics,pf_044,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_045,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_045,b,2,へ,へ (direction),方向[ほうこう]の「へ」もあるが、到達点[とうたつてん]として「会社[かいしゃ]に行[い]く」が自然[しぜん]。,Check which particle fits the grammar and meaning.
particleForensics,pf_045,c,3,に,に (destination/target marker),到達点[とうたつてん]・行[い]き先[さき]。「会社[かいしゃ]に行[い]く」。,"Marks destination, target, or endpoint."
particleForensics,pf_045,d,4,で,で (location/means marker),手段[しゅだん]の「で」は文末[ぶんまつ]の「自転車[じてんしゃ]で」。,Marks location or means of an action.
particleForensics,pf_046,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_046,b,2,へ,へ (direction),向[む]かう方向[ほうこう]を示[しめ]す「へ」。,Check which particle fits the grammar and meaning.
particleForensics,pf_046,c,3,に,に (destination/target marker),点[てん]の「に」より方向[ほうこう]の「へ」が合[あ]う。,"Marks destination, target, or endpoint."
particleForensics,pf_046,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_047,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_047,b,2,へ,へ (direction),「大阪[おおさか]へ」もあるが、着[つ]く先[さき]・滞在先[たいざいさき]を点[てん]で示[しめ]すなら「に」。,Check which particle fits the grammar and meaning.
particleForensics,pf_047,c,3,に,に (destination/target marker),行[い]き先[さき]・滞在先[たいざいさき]の点[てん]。「大阪[おおさか]に出張[しゅっちょう]」。,"Marks destination, target, or endpoint."
particleForensics,pf_047,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_048,a,1,を,を (object marker),経路[けいろ]の「を」ではない。,Marks the direct object.
particleForensics,pf_048,b,2,へ,へ (direction),「家[いえ]へ」も自然[しぜん]だが到達点[とうたつてん]として「家[いえ]に帰[かえ]る」が極[きわ]めて多[おお]い。,Check which particle fits the grammar and meaning.
particleForensics,pf_048,c,3,に,に (destination/target marker),帰[かえ]る先[さき]の到達点[とうたつてん]。「家[いえ]に帰[かえ]る」。,"Marks destination, target, or endpoint."
particleForensics,pf_048,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_049,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_049,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_049,c,3,から,から (from / since),開始時刻[かいしじこく]。「八[はち]時[じ]から」。,Check which particle fits the grammar and meaning.
particleForensics,pf_049,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_050,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_050,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_050,c,3,まで,まで (until),終了[しゅうりょう]までの範囲[はんい]「五[ご]時[じ]まで続[つづ]く」。,Check which particle fits the grammar and meaning.
particleForensics,pf_050,d,4,で,で (location/means marker),動作[どうさ]の単純[たんじゅん]な場所[ばしょ]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_051,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_051,b,2,が,が (subject marker),「駅[えき]が近[ちか]い」もあるが、起点[きてん]との距離[きょり]なら「駅[えき]から」。,Marks the subject being identified.
particleForensics,pf_051,c,3,から,から (from / since),距離[きょり]・程度[ていど]の起点[きてん]「から」。,Check which particle fits the grammar and meaning.
particleForensics,pf_051,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_052,a,1,を,を (object marker),経路[けいろ]の「を」ではない。,Marks the direct object.
particleForensics,pf_052,b,2,から,から (from / since),起点[きてん]。「空港[くうこう]から町[まち]まで」。,Check which particle fits the grammar and meaning.
particleForensics,pf_052,c,3,に,に (destination/target marker),到達点[とうたつてん]だけの「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_052,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_053,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_053,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_053,c,3,から,から (from / since),時間[じかん]の幅[はば]の始[はじ]まり「から」。,Check which particle fits the grammar and meaning.
particleForensics,pf_053,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_054,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_054,b,2,が,が (subject marker),属性[ぞくせい]の主語[しゅご]「が」もあるが、品[しな]を取[と]り上[あ]げるなら「は」。,Marks the subject being identified.
particleForensics,pf_054,c,3,は,は (topic marker),品[しな]を話題[わだい]にする「は」。,Marks the topic or contrastive focus.
particleForensics,pf_054,d,4,より,より (More),比較[ひかく]基準[きじゅん]の「より」ではない。,Check which particle fits the grammar and meaning.
particleForensics,pf_055,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_055,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_055,c,3,は,は (topic marker),比較[ひかく]の基準[きじゅん]を取[と]り上[あ]げる「は」。,Marks the topic or contrastive focus.
particleForensics,pf_055,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_056,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_056,b,2,が,が (subject marker),比較[ひかく]される側[がわ]の主語[しゅご]に「が」もあるが、人物[じんぶつ]を立[た]てるなら「は」。,Marks the subject being identified.
particleForensics,pf_056,c,3,は,は (topic marker),比較[ひかく]の一方[いっぽう]を提示[ていじ]する「は」。,Marks the topic or contrastive focus.
particleForensics,pf_056,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_057,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_057,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_057,c,3,は,は (topic marker),比較[ひかく]される側[がわ]を話題[わだい]にする「は」。,Marks the topic or contrastive focus.
particleForensics,pf_057,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_058,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_058,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_058,c,3,は,は (topic marker),比較[ひかく]の一方[いっぽう]を話題[わだい]にする「は」。「昨日[きのう]は今日[きょう]ほど～ない」。,Marks the topic or contrastive focus.
particleForensics,pf_058,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_059,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_059,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_059,c,3,は,は (topic marker),時間帯[じかんたい]を話題[わだい]にし、あとで「も」を付[つ]けて追加[ついか]「朝[あさ]は晩[ばん]も」。,Marks the topic or contrastive focus.
particleForensics,pf_059,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_060,a,1,を,を (object marker),否定[ひてい]の対象[たいしょう]を範囲[はんい]づけ「水[みず]を飲[の]まない」もあるが、全面[ぜんめん]否定[ひてい]なら「も」。,Marks the direct object.
particleForensics,pf_060,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_060,c,3,は,は (topic marker),全面[ぜんめん]否定[ひてい]「水[みず]も飲[の]まない」。,Marks the topic or contrastive focus.
particleForensics,pf_060,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_061,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_061,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_061,c,3,は,は (topic marker),限定[げんてい]。「休[やす]みだけ」。,Marks the topic or contrastive focus.
particleForensics,pf_061,d,4,だけ,だけ (Only),話題[わだい]の「は」もあるが、限定[げんてい]副詞[ふくし]的[てき]に「だけ」が核[かく]。,Check which particle fits the grammar and meaning.
particleForensics,pf_062,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_062,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_062,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_062,d,4,で,で (location/means marker),値段[ねだん]で買[か]える「百[ひゃく]円[えん]で」。,Marks location or means of an action.
particleForensics,pf_063,a,1,を,を (object marker),対象[たいしょう]の「を」ではなく否定[ひてい]と「しか」のセットが前提[ぜんてい]。,Marks the direct object.
particleForensics,pf_063,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_063,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_063,d,4,しか,しか (Home),部分[ぶぶん]否定[ひてい]の「しか～ない」型[かた]のマーカー。,Check which particle fits the grammar and meaning.
particleForensics,pf_064,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_064,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_064,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_064,d,4,の,の (possessor / noun modifier),固有[こゆう]名[めい]を修飾[しゅうしょく]する「の」。「大阪[おおさか]の駅[えき]」。,Check which particle fits the grammar and meaning.
particleForensics,pf_065,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_065,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_065,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_065,d,4,の,の (possessor / noun modifier),固[かた]有名[ゆうめい]の修飾[しゅうしょく]「東京[とうきょう]の大学[だいがく]」。,Check which particle fits the grammar and meaning.
particleForensics,pf_066,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_066,b,2,が,が (subject marker),来[き]た主語[しゅご]は「が」だが、同格[どうかく]の友[とも]だちを示[しめ]すのは「の」。,Marks the subject being identified.
particleForensics,pf_066,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_066,d,4,の,の (possessor / noun modifier),同格[どうかく]・説明[せつめい]の「友[とも]だちの田中[たなか]さん」。,Check which particle fits the grammar and meaning.
particleForensics,pf_067,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_067,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_067,c,3,は,は (topic marker),「母[はは]はケーキは」に重[かさ]なりづらい。,Marks the topic or contrastive focus.
particleForensics,pf_067,d,4,の,の (possessor / noun modifier),所有[しょゆう]・属性[ぞくせい]の「母[はは]のケーキ」。,Check which particle fits the grammar and meaning.
particleForensics,pf_068,a,1,を,を (object marker),経路[けいろ]全体[ぜんたい]の「を」ではない。,Marks the direct object.
particleForensics,pf_068,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_068,c,3,に,に (destination/target marker),乗[の]り物[もの]を目標[もくひょう]にしない。,"Marks destination, target, or endpoint."
particleForensics,pf_068,d,4,で,で (location/means marker),手段[しゅだん]「電車[でんしゃ]で」。,Marks location or means of an action.
particleForensics,pf_069,a,1,を,を (object marker),食[た]べる対象[たいしょう]ではない。,Marks the direct object.
particleForensics,pf_069,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_069,c,3,に,に (destination/target marker),到達点[とうたつてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_069,d,4,で,で (location/means marker),道具[どうぐ]手段[しゅだん]「箸[はし]で」。,Marks location or means of an action.
particleForensics,pf_070,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_070,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_070,c,3,に,に (destination/target marker),必要[ひつよう]物[ぶつ]を付[つ]ける「に」。,"Marks destination, target, or endpoint."
particleForensics,pf_070,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_071,a,1,を,を (object marker),書[か]く内容[ないよう]の「を」ではない。,Marks the direct object.
particleForensics,pf_071,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_071,c,3,に,に (destination/target marker),書[か]き付[つ]ける表面[ひょうめん]「黒板[こくばん]に」。,"Marks destination, target, or endpoint."
particleForensics,pf_071,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_072,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_072,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_072,c,3,に,に (destination/target marker),目標[もくひょう]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_072,d,4,で,で (location/means marker),様態[ようたい]・理由[りゆう]がちの「急[いそ]いで」。,Marks location or means of an action.
particleForensics,pf_073,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_073,b,2,が,が (subject marker),試験[しけん]がある主語[しゅご]は「が」だが、日取[ひど]りを先[さき]に置[お]くなら「に」。,Marks the subject being identified.
particleForensics,pf_073,c,3,に,に (destination/target marker),日付[ひづけ]の点[てん]「明日[あす]に」。,"Marks destination, target, or endpoint."
particleForensics,pf_073,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_074,a,1,を,を (object marker),「問題[もんだい]をわかる」ではなく焦点[しょうてん]を「問題[もんだい]」に。,Marks the direct object.
particleForensics,pf_074,b,2,が,が (subject marker),理解[りかい]の対象[たいしょう]に見[み]える「が」。「問題[もんだい]がわからない」。,Marks the subject being identified.
particleForensics,pf_074,c,3,は,は (topic marker),話題[わだい]の「は」もあるが、無題[むだい]の困[こま]りごとは「が」。,Marks the topic or contrastive focus.
particleForensics,pf_074,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_075,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_075,b,2,が,が (subject marker),不足[ふそく]するものの主語[しゅご]。「お金[かね]が足[た]りない」。,Marks the subject being identified.
particleForensics,pf_075,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_075,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_076,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_076,b,2,が,が (subject marker),「駅[えき]が近[ちか]い」もあるが、話題[わだい]に駅[えき]を立[た]てるなら「は」。,Marks the subject being identified.
particleForensics,pf_076,c,3,は,は (topic marker),基準[きじゅん]を話題[わだい]にする「は」。,Marks the topic or contrastive focus.
particleForensics,pf_076,d,4,に,に (destination/target marker),存在[そんざい]場所[ばしょ]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_077,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_077,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_077,c,3,は,は (topic marker),話題[わだい]対比[たいひ]「コーヒーは」。主語[しゅご]の私[わたくし]は「は」。,Marks the topic or contrastive focus.
particleForensics,pf_077,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_078,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_078,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_078,c,3,は,は (topic marker),比較[ひかく]の一方[いっぽう]を話題[わだい]にする「は」。,Marks the topic or contrastive focus.
particleForensics,pf_078,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_079,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_079,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_079,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_079,d,4,で,で (location/means marker),動作[どうさ]の場所[ばしょ]「ここで」。,Marks location or means of an action.
particleForensics,pf_080,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_080,b,2,が,が (subject marker),同一[どういつ]視[し]の主語[しゅご]「が」もあるが、指[さ]し示[しめ]しの話題[わだい]なら「は」。,Marks the subject being identified.
particleForensics,pf_080,c,3,は,は (topic marker),指[さ]し示[しめ]した対象[たいしょう]を話題[わだい]にする「は」。,Marks the topic or contrastive focus.
particleForensics,pf_080,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_081,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_081,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_081,c,3,は,は (topic marker),時間[じかん]の枠[わく]を話題[わだい]にする「は」。,Marks the topic or contrastive focus.
particleForensics,pf_081,d,4,に,に (destination/target marker),点[てん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_082,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_082,b,2,が,が (subject marker),歌[うた]の属性[ぞくせい]は「が」だが、人物[じんぶつ]を立[た]てるなら「は」。,Marks the subject being identified.
particleForensics,pf_082,c,3,は,は (topic marker),人物[じんぶつ]を話題[わだい]にする「は」。,Marks the topic or contrastive focus.
particleForensics,pf_082,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_083,a,1,を,を (object marker),他動詞[たどうし]の目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_083,b,2,が,が (subject marker),出来事[できごと]の主語[しゅご]。「電車[でんしゃ]が遅[おく]れる」。,Marks the subject being identified.
particleForensics,pf_083,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
particleForensics,pf_083,d,4,に,に (destination/target marker),到着[とうちゃく]点[てん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_084,a,1,を,を (object marker),移動[いどう]の経路[けいろ]の「を」ではない。,Marks the direct object.
particleForensics,pf_084,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_084,c,3,に,に (destination/target marker),到達点[とうたつてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_084,d,4,で,で (location/means marker),活動[かつどう]の場所[ばしょ]「海[うみ]で」。,Marks location or means of an action.
particleForensics,pf_085,a,1,を,を (object marker),店[みせ]を待[ま]つ対象[たいしょう]に「を」は付[つ]けない。,Marks the direct object.
particleForensics,pf_085,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_085,c,3,に,に (destination/target marker),店[みせ]を目標[もくひょう]にする「に」もあるが、店内[てんない]で待[ま]つなら「で」。,"Marks destination, target, or endpoint."
particleForensics,pf_085,d,4,で,で (location/means marker),待合[まちあい]の舞台[ぶたい]「喫茶店[きっさてん]で」。,Marks location or means of an action.
particleForensics,pf_086,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_086,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_086,c,3,は,は (topic marker),時間[じかん]枠[わく]を話題[わだい]に「週末[しゅうまつ]は」。,Marks the topic or contrastive focus.
particleForensics,pf_086,d,4,に,に (destination/target marker),点[てん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_087,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_087,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_087,c,3,は,は (topic marker),店[みせ]を取[と]り上[あ]げてから評価[ひょうか]「店[みせ]はすしが」。,Marks the topic or contrastive focus.
particleForensics,pf_087,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_088,a,1,を,を (object marker),座[すわ]る表面[ひょうめん]をまたぐ「を」も「ベンチに座[すわ]る」型[かた]が基本[きほん]。,Marks the direct object.
particleForensics,pf_088,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_088,c,3,に,に (destination/target marker),着座[ちゃくざ]の点[てん]「ベンチに座[すわ]る」。,"Marks destination, target, or endpoint."
particleForensics,pf_088,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_089,a,1,を,を (object marker),書[か]く内容[ないよう]の「を」ではない。,Marks the direct object.
particleForensics,pf_089,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_089,c,3,に,に (destination/target marker),書[か]き付[つ]ける表面[ひょうめん]「封筒[ふうとう]に」。,"Marks destination, target, or endpoint."
particleForensics,pf_089,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_090,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_090,b,2,が,が (subject marker),信号[しんごう]の状態[じょうたい]の主語[しゅご]「信号[しんごう]が青[あお]」。,Marks the subject being identified.
particleForensics,pf_090,c,3,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_090,d,4,で,で (location/means marker),原因[げんいん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_091,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_091,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_091,c,3,と,と (and / with / quotation),発話[はつわ]内容[ないよう]の引用[いんよう]「と」。,Check which particle fits the grammar and meaning.
particleForensics,pf_091,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_092,a,1,を,を (object marker),建物[たてもの]を離[はな]れる移動[いどう]の「家[いえ]を出[で]る」。,Marks the direct object.
particleForensics,pf_092,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_092,c,3,に,に (destination/target marker),到着[とうちゃく]点[てん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_092,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_093,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_093,b,2,が,が (subject marker),主語[しゅご]の「が」ではない。,Marks the subject being identified.
particleForensics,pf_093,c,3,は,は (topic marker),自己[じこ]同[どう]一[いち]・話題[わだい]の提示[ていじ]「こちらは」。,Marks the topic or contrastive focus.
particleForensics,pf_093,d,4,に,に (destination/target marker),着点[ちゃくてん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_094,a,1,を,を (object marker),経路[けいろ]の「を」ではない。,Marks the direct object.
particleForensics,pf_094,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_094,c,3,から,から (from / since),区間[くかん]の起点[きてん]「空港[くうこう]から」。,Check which particle fits the grammar and meaning.
particleForensics,pf_094,d,4,で,で (location/means marker),手段[しゅだん]の「で」ではない。,Marks location or means of an action.
particleForensics,pf_095,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_095,b,2,が,が (subject marker),主語[しゅご]ではない。,Marks the subject being identified.
particleForensics,pf_095,c,3,は,は (topic marker),時間帯[じかんたい]を話題[わだい]に「夕方[ゆうがた]は」。,Marks the topic or contrastive focus.
particleForensics,pf_095,d,4,に,に (destination/target marker),点[てん]の「に」ではない。,"Marks destination, target, or endpoint."
particleForensics,pf_096,a,1,を,を (object marker),目的語[もくてきご]ではない。,Marks the direct object.
particleForensics,pf_096,b,2,が,が (subject marker),「試験[しけん]が終[お]わる」の主語[しゅご]。「試験[しけん]が終[お]わってから」。,Marks the subject being identified.
particleForensics,pf_096,c,3,は,は (topic marker),話題[わだい]の「は」ではない。,Marks the topic or contrastive focus.
